Date,Open,High,Low,Close,Adj Close,Volume
2017-04-18,55.59,55.59,55.389998999999996,55.310001,55.310001,220
2017-04-19,55.349998,55.349998,55.349998,55.32,55.32,20
2017-04-20,55.099998,55.099998,55.099998,55.110001000000004,55.110001000000004,27
2017-04-25,55.52,55.52,55.52,55.450001,55.450001,36
2017-04-26,55.91,55.91,55.91,55.889998999999996,55.889998999999996,1008
2017-04-27,55.57,55.599998,55.57,55.720001,55.720001,1374
2017-05-03,55.650002,55.650002,55.650002,55.57,55.57,51
2017-05-04,56.57,56.57,55.610001000000004,55.610001000000004,55.610001000000004,120
2017-05-05,55.610001000000004,55.610001000000004,55.610001000000004,55.599998,55.599998,300
2017-05-08,55.91,55.970001,55.91,55.950001,55.950001,2905
2017-05-09,56.119999,56.220001,56.119999,56.16,56.16,1001
2017-05-10,56.209998999999996,56.209998999999996,56.209998999999996,56.220001,56.220001,80
2017-05-11,56.669998,56.669998,55.98,56.029999,56.029999,360
2017-05-12,56.060001,56.060001,56.060001,55.900002,55.900002,900
2017-05-15,55.93,55.93,55.93,55.939999,55.939999,45
2017-05-16,55.810001,55.810001,55.689999,55.599998,55.599998,840
2017-05-18,54.34,54.34,54.34,54.610001000000004,54.610001000000004,25
2017-05-29,55.27,55.34,55.27,55.290001000000004,55.290001000000004,945
2017-06-05,55.5,55.5,55.5,55.52,55.52,320
2017-06-19,55.830002,56.119999,55.830002,56.040001000000004,56.040001000000004,80
2017-06-20,56.189999,56.189999,56.110001000000004,56.07,56.07,300
2017-06-21,55.790001000000004,55.91,55.790001000000004,55.790001000000004,55.790001000000004,360
2017-06-22,55.619999,55.619999,55.619999,55.84,55.84,10
2017-07-06,54.299999,54.299999,54.299999,54.360001000000004,54.360001000000004,145
2017-07-14,54.889998999999996,54.889998999999996,54.889998999999996,54.889998999999996,54.889998999999996,10
2017-07-17,55.07,55.07,55.07,55.060001,55.060001,2000
2017-07-18,54.5,54.5,54.5,54.490002000000004,54.490002000000004,100
2017-07-26,54.66,54.66,54.66,54.650002,54.650002,22
