Date,Dividend,Pay Date
2019-07-18,0.2316,2019-08-09
2019-01-17,0.2278,2019-02-08
2018-07-19,0.2123,2018-08-10
2018-01-18,0.2138,2018-02-09
2017-07-20,0.1982,2017-08-11
