Date,Dividend,Pay Date
2020-08-03,0,2020-08-06
2020-02-03,0.0069,2020-02-06
2019-07-31,0.014,2019-08-06
2019-01-31,0.0107,2019-02-05
2018-07-31,0.0054,2018-08-03
2018-01-31,0.0022,2018-02-05
2017-07-31,0.0009,2017-08-03
2016-01-29,0.0138,2016-02-03
2015-07-30,0.0221,2015-08-04
2015-01-30,0.0325,2015-02-04
2014-08-11,0.0425,2014-08-14
2014-01-31,0.0059,2014-02-05
