Date,Dividend,Pay Date
2021-02-01,0.0965,2021-02-16
2020-08-03,0.1245,2020-08-18
2020-02-03,0.1626,2020-02-18
2019-08-01,0.2124,2019-08-15
2019-02-01,0.2135,2019-02-15
2018-08-01,0.2243,2018-08-16
2018-02-01,0.1822,2018-02-15
2017-08-01,0.237,2017-08-15
2017-02-01,0.2047,2017-02-15
