Date,Dividend,Pay Date
2019-07-31,0.3658,2019-08-06
2019-01-31,0.3567,2019-02-05
2018-07-31,0.3313,2019-08-03
2018-01-31,0.3398,2019-02-05
2017-07-31,0.321,2019-08-03
2017-01-31,0.306,2019-02-03
2016-07-29,0.295,2019-08-03
2016-01-29,0.3355,2019-02-03
2015-07-30,0.2512,2019-08-04
2015-01-30,0.2737,2019-02-04
2014-08-11,0.2334,2019-08-14
2014-01-31,0.2251,2019-02-05
2013-07-31,0.2002,2019-08-05
2013-01-31,0.2188,2019-02-05
